csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	cosine11	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
4315.498333234556	3980.044629626961	4622.7640732011905	n/a	n/a	n/a	0.0108601796	-0.0064486615	-0.0072748112	0.00019418200000000002	0.0155701975	-0.0028704087	-0.0082345361	-0.009662389300000001	0.0201354401	-0.0170779855	0.009207336	-0.0022232093	0.0408247941	0.0408246891	0.0408245143	0.0408242694	0.0408239546	0.0408235699	0.0408231152	0.0408225906	0.040821996	0.0408213315	0.040820597	0.040819792599999995	0.123866	0.0597154	0.174404	-0.000742727	0.0023287	0.000422455
4291.266152605105	3976.2450594163934	4593.160923212849	1.092287	66.757263	0.15673565	0.0059395080000000005	-0.0232417776	-0.016741204	0.0065038121	-0.0160171666	0.0029480484999999997	-0.0074677133	0.004706872	0.0027760991	-0.0233821029	0.0021748608	-0.0164560597	0.0408245143	0.0408235699	0.040821996	0.040819792599999995	0.0408169597	0.0408134973	0.0408094055	0.0408046845	0.0407993341	0.0407933546	0.040786746	0.0407795084	0.100658	0.08286559999999998	0.237749	-0.00114455	0.00199593	0.000216399
4252.186379262101	3980.065511634336	4578.939311896234	1.055533	64.510994	0.10106190000000001	0.0105581223	-0.0129086064	0.019865626100000002	-0.0011776066	-0.018010392	0.0122745412	-0.0129902247	0.011129532900000001	-0.0047458118	0.012715180500000001	-0.0156933218	-0.0015683380999999999	0.0408239546	0.0408213315	0.0408169597	0.0408108394	0.0408029709	0.0407933546	0.0407819908	0.04076888	0.0407540229	0.04073742	0.040719072	0.0406989797	0.105438	0.100865	0.291468	-0.00152706	0.00210469	0.000216399
4217.601149631433	3968.3967178004696	4564.321284933366	1.035647	63.295601	0.06272799999999998	0.0188879484	-0.0132486355	0.0189136688	-0.0209225726	0.0183913504	0.0211470695	-0.012732136100000001	-0.0021052735999999997	-0.0061383379000000005	0.0079392361	-0.0200727063	-0.011176323600000001	0.0408231152	0.0408179739	0.0408094055	0.0407974108	0.0407819908	0.0407631467	0.0407408802	0.040715193	0.0406860875	0.0406535659	0.040617631099999996	0.0405782861	0.106833	0.103851	0.263591	-0.00190622	0.00215707	3.8539e-05
4216.350149926739	3963.5009623456763	4564.765518382524	1.078184	65.89534	0.07090805	0.015474914	-0.0194995611	-0.0030744645	-0.022427632799999996	0.0041473728	-0.0012522248	-0.011624391000000001	-0.0080721718	0.0017058356	-0.0164348346	-0.0010380808	-0.0133991634	0.040821996	0.0408134973	0.0407993341	0.0407795084	0.0407540229	0.0407228811	0.0406860875	0.040643647000000005	0.0405955656	0.04054185	0.040482507599999995	0.0404175466	0.102162	0.0990842	0.211645	-0.00180139	0.00208009	4.7214e-05
4227.90543820723	3969.0679404035222	4564.546768538727	1.065091	65.095108	0.14378449999999998	0.014274114199999998	-0.030134146	-0.0079082561	-0.0019651927	-0.00031621220000000003	-0.002170984	-0.0132416435	0.0035062261	-0.0084150174	-0.027973204300000002	-0.0014399169	-0.0118787354	0.040820597	0.040807901800000004	0.040786746	0.040757134	0.040719072	0.0406725678	0.040617631099999996	0.0405542733	0.040482507599999995	0.0404023487	0.0403138133	0.0402169198	0.13701700000000003	0.0986634	0.258556	-0.00157097	0.00272508	0.000403758
4223.3918736569985	3980.0355005577753	4570.6733738322555	1.051975	64.293495	0.1011028	0.0108808649	-0.0151004056	0.0250877729	0.0083098624	-0.017872036100000002	0.000145875	-0.0102849302	0.014455143799999999	-0.00746548	0.014349814399999999	-0.0198099778	-0.0049712554	0.0408189182	0.0408011875	0.0407716419	0.0407302901	0.0406771441	0.0406122191	0.0405355341	0.040447111200000004	0.0403469761	0.040235157599999995	0.040111688300000004	0.039976603799999996	0.145845	0.10107	0.320697	-0.00147847	0.00295357	0.000637312
4205.4330875753085	3974.5428730710905	4566.105223442657	1.018898	62.271965	0.14850165	0.011957985	-0.0006993112	0.019891902	-0.0177450397	0.004396189799999999	0.010805013	-0.012102899299999999	-0.0034018603999999997	-0.008383165500000001	0.0071711478	-0.0189609148	-0.0128901436	0.0408169597	0.0407933546	0.0407540229	0.0406989797	0.0406282463	0.04054185	0.040439824	0.0403222077	0.040189046400000004	0.0400403914	0.0398763001	0.039696835800000004	0.122107	0.110654	0.274009	-0.00196452	0.0024907	0.000216399
4214.113703342206	3977.7453761376532	4579.4972876414695	1.098427	67.132515	0.20707517	0.0172214969	-0.018239211499999998	0.0002909402	-0.008938361899999999	0.0096221242	-0.013031849299999999	-0.0103315291	-0.0125485975	0.0038647419	0.0002696582	0.0145581471	-0.028579837200000003	0.040814721400000004	0.0407844033	0.0407338899	0.0406632062	0.040572387200000004	0.0404614778	0.0403305329	0.0401796174	0.040008806099999995	0.0398181835	0.039607843999999996	0.0393778917	0.116201	0.0711865	0.17209	-0.00120968	0.00223636	2.99256e-05
4229.507862819243	3976.404306463275	4575.75491142402	1.074223	65.65321400000002	0.12039746999999998	0.015981313400000002	-0.0298056675	-0.0028042571999999997	-0.0011766762	-0.0035131828000000004	0.0055125512	-0.013094663700000002	-0.0016666201000000002	0.0038927568	-0.0099003125	0.010951360600000001	-0.0171822552	0.0408122033	0.0407743339	0.040711244300000005	0.0406229735	0.0405095761	0.0403711223	0.040207697599999995	0.0400194031	0.0398063554	0.0395686862	0.0393065425	0.0390200864	0.136727	0.0836124	0.205983	-0.00148211	0.00274372	0.000321187
4230.768124727607	3983.482971525824	4582.926951443559	1.077224	65.83663900000002	0.13955365000000003	0.0089544952	-0.008187835400000001	0.012055778799999998	0.0046211036	-0.006957589	-0.0081150833	-0.009054614	0.009374274699999999	-0.0029081751000000003	0.0159684838	-0.007781726	-0.0138979553	0.0408094055	0.0407631467	0.0406860875	0.0405782861	0.040439824	0.040270805800000004	0.0400713592	0.039841635	0.0395818066	0.0392920705	0.0389726455	0.038623773	0.13687800000000003	0.103073	0.29769	-0.00118874	0.0026749	0.000523698
4214.743336422226	3975.0522666840193	4581.596767633272	1.021398	62.424751	0.14532926999999998	0.0116552036	0.006650450699999999	0.0274825621	-0.0188386646	0.0052166733	0.0066920671	-0.007591543399999999	0.0033958533	-0.0087186893	0.020335814	-0.0135340974	-0.014395901000000001	0.0408063281	0.0407508419	0.0406584209	0.0405291488	0.0403631427	0.0401605531	0.0399215637	0.039646391	0.0393352844	0.038988526	0.0386064299	0.038189342599999995	0.106073	0.0949267	0.262006	-0.00159484	0.00222442	-3.36014e-05
4235.246700705349	3973.155994253412	4590.385651372637	1.085914	66.36773700000002	0.11817118000000003	0.0130637972	0.0049843749	-0.0065890631000000005	-0.0096641027	0.030153858500000002	-0.0027445939000000003	-0.007924022099999999	-0.0145710796	0.0022032838	-0.0032784341	0.008659429	-0.022265044900000003	0.0408029709	0.04073742	0.0406282463	0.040475567000000004	0.0402795454	0.0400403914	0.0397583612	0.039433756699999996	0.0390669256	0.038658260699999995	0.038208199500000005	0.037717224	0.102044	0.0969295	0.172647	-0.00185493	0.0022169	-0.000221599
4234.450687326216	3975.826115041905	4588.0321003334775	1.077365	65.845261	0.14523380000000002	0.009262199	0.0032968672	-0.0152278868	-0.009635552	0.0032819115000000004	0.0039808422	-0.007608045	-0.0019208559	-0.0001991407	-0.0151567908	0.0170658376	-0.0153993598	0.0407993341	0.0407228811	0.0405955656	0.0404175466	0.040189046400000004	0.0399103503	0.0395818066	0.0392038256	0.038776879199999996	0.0383015009	0.0377782843	0.037207883	0.108879	0.0779983	0.236342	-0.00123138	0.00210833	0.000161733
4261.696782635754	3986.0581436765865	4595.217131154199	1.071417	65.481773	0.11944019999999997	0.0047700183000000005	0.0194773608	-0.007856048000000001	0.008255804399999999	-0.0073242926	-0.0083864309	-0.0037731618	0.0018286876	0.012385011699999999	0.008340109	-0.0003288896	-0.013793803600000001	0.0407954177	0.0407072259	0.040560380800000004	0.0403550939	0.0400916612	0.039770462	0.0393919592	0.0389566983	0.0384653063	0.0379184912	0.037317041	0.0366618223	0.108923	0.102699	0.325916	-0.00117219	0.00215157	0.000161733
4249.6525031087795	3976.0172716113457	4595.605085142625	1.023283	62.539955	0.09876174999999998	0.0042100558	0.024988919300000002	0.0192626031	0.0016285204999999998	0.004604499000000001	0.0026247322	-0.009824005600000001	-0.0001774196	0.0026698632000000003	0.024480829500000002	-0.010765485900000002	-0.005633907099999999	0.040791221600000004	0.0406904546	0.040522694	0.0402882159	0.039987406499999996	0.039620760899999996	0.0391888828	0.038692483300000004	0.0381323797	0.0375094941	0.036824852000000005	0.036079580800000004	0.0841554	0.103559	0.309286	-0.00167436	0.00178558	-0.00010019
4253.336177646063	3977.967749918674	4605.682114134195	1.10663	67.633881	0.17188685000000004	0.0049438363	0.014525690700000001	-0.0126002534	-0.006503648000000001	0.013536446	-0.015277126	-0.009357871700000001	-0.0189725018	0.0105348163	0.0011250722	0.0044715925	-0.029098738399999997	0.040786746	0.0406725678	0.040482507599999995	0.0402169198	0.0398763001	0.0394612839	0.0389726455	0.0384112965	0.0377782843	0.0370747898	0.0363021256	0.035461733100000004	0.08585819999999998	0.08582109999999998	0.179414	-0.00147072	0.00186921	-0.000264403
4266.802524281006	3987.425948030357	4599.321781380512	1.100569	67.263458	0.10440699	0.004718150999999999	0.007611125799999999	-0.0130207751	0.0035757929	0.0034572690000000002	-0.0189879616	-0.0072180389	-0.0031389799	0.0072246039	-0.0089222032	0.014706733999999999	-0.0269394011	0.0407819908	0.0406535659	0.040439824	0.0401412135	0.0397583612	0.0392920705	0.03874332	0.0381132613	0.0374032167	0.036614676299999996	0.035749295099999995	0.0348088889	0.108053	0.0780614	0.213634	-0.00131928	0.0021617	9.63168e-05
4274.766789930334	3986.6482656244734	4600.388159619738	1.097108	67.051918	0.1354848	0.0015909267000000001	0.0178578317	-0.0169760125	0.0258467109	-0.0032857866	0.0044038282	-0.0082477909	0.0120947265	0.0013344932999999998	0.008873282199999999	-0.001505365	-0.0155659553	0.0407769561	0.0406334495	0.0403946459	0.0400611053	0.039633609900000005	0.0391131623	0.0385009832	0.0377985083	0.0370073851	0.036129469	0.0351668189	0.034121692599999996	0.111995	0.0963242	0.314705	-0.00131928	0.00240588	9.63168e-05
4258.14103894338	3974.8942577781427	4591.504072813689	1.010427	61.754204	0.060394259999999984	0.0023722061	0.0317896694	0.0071719752	-0.0093789391	0.0113017276	0.0076728857	-0.0095806408	0.0083842577	0.0056227013000000005	0.0198719246	-0.014753532199999999	-0.011783299099999998	0.0407716419	0.0406122191	0.0403469761	0.039976603799999996	0.0395020675	0.038924603599999996	0.0382457167	0.0374671757	0.036591009300000005	0.035619500299999995	0.034555180299999995	0.0334008223	0.122201	0.11364	0.31865	-0.00162372	0.00254998	0.000226326
4240.44223378682	3979.206567091666	4597.3380918823295	1.113989	68.083595	0.19550527	0.0069421746999999995	0.0164193009	-0.0075194913	-0.0041270352	0.0202572965	-0.011061615	-0.007487620600000001	-0.0071023837	0.001452784	-0.0124528111	-0.0046613573	-0.0230468071	0.0407660483	0.040589875299999995	0.040296817400000004	0.0398877185	0.0393637567	0.0387264408	0.037977606000000004	0.0371194087	0.0361543203	0.0350851198	0.0339148863	0.0326469895	0.103064	0.12963400000000003	0.235149	-0.00258574	0.00226871	-6.78494e-05
4254.823449240823	3978.675888216617	4596.938348343151	1.111966	67.960007	0.16007258499999996	0.0060289364000000005	0.0052276881	-0.013015331000000002	0.0124002134	-0.0086102375	-0.011810421699999999	-0.0090182289	-0.0014702752	0.010577587099999999	-0.0111420396	0.016585649299999998	-0.0212863137	0.0407601753	0.0405664187	0.0402441731	0.0397944591	0.039218701099999996	0.038518722799999995	0.0376967412	0.0367553599	0.0356975606	0.0345266937	0.0332464679	0.031860938	0.0957722	0.07806939999999998	0.215995	-0.00131928	0.00199963	3.78543e-05
4270.960007198593	3994.5262333118685	4599.4147208010245	1.107847	67.708244	0.06389254	-0.0018936710999999998	0.015783983999999997	0.007093104100000001	0.0194551929	0.0018525846	-0.0035401499	-0.0082486708	0.00665195	0.0174682527	0.0154068422	0.022741336299999998	-0.0136458702	0.0407540229	0.04054185	0.040189046400000004	0.039696835800000004	0.0390669256	0.0383015009	0.0374032167	0.036375189	0.0352209838	0.0339446048	0.0325504794	0.031043443599999998	0.098196	0.0650282	0.22643	-0.000771668	0.00215131	-2.27045e-05
4267.1418653471665	4001.987025076687	4598.325603654285	1.048054	64.05388600000002	0.17111817499999998	0.0035659461	0.039250755299999995	0.0073860948	0.00042327870000000004	0.022585237400000003	0.0045691069	-0.0068138474	0.006249022900000001	0.0134990778	0.0201513262	0.0195358861	-0.0118153468	0.0407475912	0.0405161698	0.0401314405	0.0395948592	0.038908456200000004	0.0380748287	0.0370971311	0.035979062799999996	0.0347248545	0.0333392519	0.031827497999999996	0.030195312999999998	0.100943	0.114025	0.215597	0.00122686	0.00216303	0.000137875
4267.035441431957	3975.86064884826	4598.601727370815	1.101512	67.321091	0.2208163	0.0037579278999999998	0.024837442999999997	-0.0101863135	-0.0032494721000000002	0.0168590952	-0.0118648388	-0.006503269399999999	-0.006335679	0.0112599521	0.0013418657999999999	0.0113377616	-0.0085318178	0.0407408802	0.040489378799999996	0.0400713592	0.039488540600000004	0.03874332	0.0378387621	0.036778587	0.0355671549	0.034209447999999996	0.032711049900000004	0.0310781232	0.0293173833	0.0685336	0.0814567	0.187348	-0.000404624	0.00159172	-0.000211123
4282.365385683856	3995.143959803857	4595.080048052804	1.080365	66.028648	0.05789749999999999	0.0033473546	0.012451263999999998	-0.0167686202	0.0210735211	0.003077636	-0.0068662003	-0.0050538944	-0.010994821	0.0162914974	-0.014407056100000001	0.0233222691	-0.0208934652	0.0407338899	0.0404614778	0.040008806099999995	0.0393778917	0.038571545299999996	0.037593359300000004	0.0364476915	0.0351396461	0.0336750504	0.0320604295	0.0303029764	0.028410521	0.0725936	0.0660091	0.174541	-0.000567562	0.00128005	-0.000248173
4275.221513096333	3998.012186747506	4592.904203516568	1.071414	65.481552	0.15233618999999998	0.0039939148	0.010942484799999999	-0.0167586505	0.028874017400000004	0.0008537552000000001	-0.0077063895999999995	-0.0064784963	0.0072286755	0.0161079608	-0.0108134612	0.01264228	-0.004105652	0.0407266205	0.0404324675	0.0399437851	0.039262924500000004	0.0383931616	0.0373386809	0.0361045558	0.034696723900000004	0.0331219586	0.0313878364	0.0295027005	0.0274756208	0.107858	0.0695131	0.228561	-0.000449253	0.00211816	-1.3636200000000003e-05
