csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	cosine11	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
4257.92511708687	3999.2616448060735	4587.3699464819865	1.028633	62.86694	0.140811615	0.001178293	0.0260220959	0.011208283500000001	0.009615036	-0.010720525500000001	0.009558448	-0.0041537034	0.016355	0.0053569522	0.023719252200000002	-0.0003084943	0.0043555472	0.040719072	0.0404023487	0.0398763001	0.0391436518	0.038208199500000005	0.0370747898	0.035749295099999995	0.0342385826	0.0325504794	0.030693731600000003	0.0286779591	0.0265136055	0.108848	0.107353	0.292676	7.17021e-05	0.00201583	0.000120413
4247.891092852772	3983.311024633519	4586.452771626549	1.037171	63.38876	0.172973955	0.0048114259	0.0194909693	0.0034230056	-0.008828388000000001	0.015425916599999999	-0.0056184906000000005	-0.0042478745	-0.0041544128	0.0032259051000000003	0.015516391200000002	-0.0099695553	-0.0103393823	0.040711244300000005	0.0403711223	0.0398063554	0.0390200864	0.0380166905	0.036801751	0.0353820285	0.0337654231	0.0319609301	0.029978590899999998	0.0278294361	0.0255254246	0.0983853	0.0821304	0.218296	-0.0008127269999999999	0.00204095	-0.000228211
4248.077810077869	3980.746501801876	4583.825041021624	1.076853	65.81398	0.0847742	0.0079977717	0.0145382687	-0.0129212041	0.0067644703	0.0065244759	-0.0067797912	-0.0059803273	-0.0082453808	0.0075363805	-0.010813658899999998	0.0103810163	-0.005895286800000001	0.0407031377	0.040338789	0.0397339553	0.0388922421	0.037818667599999994	0.036519632	0.0350028797	0.0332774529	0.0313536381	0.0292429044	0.026957835099999997	0.0245120531	0.07987339999999998	0.0661042	0.19865	-0.000693225	0.00164916	-0.000328721
4259.120608425301	3981.252137130457	4579.895081729674	1.069159	65.343735	0.14530304999999996	2.79696e-05	-0.0044519972	-0.0222987329	0.028594202599999997	-0.0160671354	0.0066446463	-0.0061080166	0.0062801692000000004	0.0057678718	-0.0141388685	0.0145373143	-0.0077067867	0.040694752	0.0403053499	0.0396591041	0.0387601328	0.0376141647	0.0362285023	0.0346119757	0.0327748862	0.0307289405	0.028487176200000002	0.026063878999999998	0.023474491099999998	0.0857447	0.0942646	0.268495	-0.000179092	0.00183845	-0.000203617
4252.681983059271	3983.725583841749	4577.472608517989	1.061196	64.857101	0.03955389999999999	0.0039885421999999995	0.0039185381	0.0165848832	0.014302453799999998	-0.0095100863	-0.0047021075	-0.0092187125	0.017183020900000002	-0.0019372904999999999	0.0122242184	-0.006433677099999999	-0.0003975504	0.0406860875	0.040270805800000004	0.0395818066	0.038623773	0.0374032167	0.0359284337	0.034209447999999996	0.0322579433	0.030087184	0.0277119244	0.025148309100000002	0.0224137627	0.0802629	0.0899279	0.27573	-0.000548619	0.00181573	-0.000261378
4254.047005828878	3991.4238594292324	4582.208523501287	1.045034	63.869328	0.2122412	0.0025637918	0.0182483457	0.0132414345	0.0112278602	0.014778036599999999	0.0070790046	-0.0046150068	0.0015626231	0.0078044511	0.0111879598	-0.0017470817000000002	-0.0188831907	0.0406771441	0.040235157599999995	0.0395020675	0.0384831777	0.0371858599	0.035619500299999995	0.0337954316	0.031726851	0.0294287249	0.0269176802	0.0242118846	0.0213309146	0.0619443	0.0720675	0.15515699999999996	-0.00111824	0.00134291	-0.000328721
4233.6814309081565	3974.156411976657	4575.8261330975065	1.0852480000000002	66.327042	0.035490349999999976	0.006903246	-0.0003862185	-0.0149083091	-0.005776504	0.0112944413	-0.0014706194	-0.0017549072	-0.0075881903	0.0036305708000000003	-0.0005924311	-0.0010161744	-0.0072685295999999995	0.0406679219	0.040198406400000004	0.0394198918	0.0383383623	0.0369621315	0.0353017784	0.0333700657	0.0311818423	0.0287539287	0.0261049879	0.023255382	0.0202270154	0.0682981	0.0648206	0.143848	-0.00106273	0.00131641	-0.000458324
4267.172562940876	3983.295106803536	4571.820493043036	1.105596	67.57064800000002	0.14907865	0.0023485397	0.0030799791999999997	-0.0180940456	0.0167555684	0.0048369215999999994	0.0022399383	-0.006514247	0.0054305829000000005	0.0117056688	-0.0320283325	0.014366378700000002	-0.0019305052	0.0406584209	0.0401605531	0.0393352844	0.038189342599999995	0.036732069900000004	0.0349753462	0.0329334931	0.0306231562	0.028063170099999996	0.025274404599999998	0.0222795946	0.0191031547	0.071922	0.0696317	0.232313	-0.000356969	0.00144741	-0.000251512
4251.951871188564	3976.182856051593	4572.968308686115	1.089513	66.587715	0.14604649	0.0023987166	0.0066342436	-0.011936079399999999	0.0154446494	-0.0217834056	0.0114881649	-0.00431349	0.012165275900000001	-0.0008503885	-0.0030562077000000003	-0.0003502108	-0.007568011800000001	0.040648641299999996	0.0401215988	0.0392482507	0.0380361351	0.0364957144	0.0346402845	0.032485860400000004	0.0300510377	0.0273568325	0.0244264995	0.021285331600000002	0.0179604414	0.0648399	0.104102	0.315324	5.76838e-05	0.00144741	-0.000236503
4250.934660347421	3993.784492111805	4571.846279198517	1.031894	63.066208	0.12955464	0.0022214731	0.020255181599999998	0.0005418488	-0.0061531104	-0.009906427800000001	0.0119784008	-0.0049104929	0.005652716800000001	-0.0015312458	0.0209584569	-0.0006173421	-0.0087990477	0.0406385831	0.0400815445	0.0391587959	0.0378787564	0.0362531055	0.0342966757	0.0320273179	0.0294657379	0.0266353081	0.0235618537	0.0202734174	0.0168000033	0.0624273	0.07774799999999998	0.254643	-0.000598329	0.0013935000000000004	-0.000328721
4247.360100544598	3980.449512173255	4573.579429929095	1.073539	65.61142	0.06974500000000002	0.0029667521	0.011323692199999999	-0.0086142077	-0.015117031999999999	0.0093093413	-0.0072901471999999995	-0.0047569014	0.0012893167	0.0016133577	-0.0034411299	0.00045704169999999996	-0.0067752704	0.0406282463	0.0400403914	0.0390669256	0.037717224	0.0360042848	0.0339446048	0.0315580196	0.0288675135	0.025898997400000002	0.0226810598	0.0192446912	0.015622985700000001	0.0704838	0.0759751	0.206886	-0.000482338	0.00144741	-0.00025545
4256.740661706873	3987.5974296260706	4568.584871118853	1.075448	65.728096	0.16372665	-0.0001773543	-0.0007560517	-0.017231177099999998	0.0094736675	-0.0019293685	0.011971415	-0.0002549652	0.0026733034000000003	7.9817e-05	-0.023116076099999997	0.0210679869	0.0016080489	0.040617631099999996	0.0399981406	0.0389726455	0.0375515554	0.035749295099999995	0.0335841585	0.0310781232	0.0282566267	0.025148309100000002	0.021784721400000002	0.018200006100000003	0.0144305501	0.0703246	0.119968	0.276041	0.000470255	0.00144741	-0.000199652
4239.127302451746	3981.538320209649	4568.2945384070235	1.057163	64.610596	0.07933844999999999	0.0008975808	-0.0086608923	-0.0144281332	0.0194342978	-0.0229586248	-0.0081243702	-0.0047250618	0.0068020792	-0.0086562376	0.0005969686	0.0026447622	-0.0013209009	0.0406067375	0.039954793100000004	0.0388759614	0.0373817688	0.0354881798	0.0332154259	0.030587789700000003	0.0276333457	0.02438366	0.0208734528	0.0171402283	0.013223873200000002	0.061101	0.136627	0.323717	0.000371983	0.00144741	-0.000182327
4218.524185786844	3982.699848551002	4571.327757304242	1.026532	62.73851	0.1821257	-0.001025554	-0.0018226423999999999	0.0195505577	-0.0020323641	-0.0066910978	0.013245389299999999	0.0046359585	0.0040397494	-0.0069765296	0.0216583255	0.0026316847	-0.0051123775	0.0405955656	0.0399103503	0.038776879199999996	0.037207883	0.0352209838	0.0328384978	0.030087184	0.0269979438	0.0236054745	0.0199478787	0.016066236799999998	0.012004146	0.0571018	0.100812	0.245761	-0.0007717489999999999	0.00136351	-0.000241805
4239.548691640264	3974.960403029696	4566.1290677340585	1.036668	63.357979	0.044840849999999995	-0.0016286167	-0.0001667396	0.0069799103	-0.0128453479	0.029190767200000002	0.0016194735000000001	-0.0031239684999999997	-0.0040477970000000005	-0.00573481	0.0021083122	-0.0003273424	0.010324212	0.0405841155	0.0398648134	0.0386754051	0.0370299168	0.034947752900000004	0.0324534673	0.029576474	0.0263506998	0.022814184700000004	0.0190086332	0.0149789222	0.0107725722	0.0672386	0.102739	0.265067	-0.000608176	0.00144741	-0.000219857
4228.875172521497	3975.2116617326783	4566.7271962324985	1.063851	65.019363	0.140812405	0.0029542417	-0.0083260781	-0.0188007051	0.0011836774	-0.0001423632	0.0008424213000000001	0.0016867492999999999	0.0013976589999999999	-0.0106304252	-0.023089046800000002	0.0054650364000000005	0.0057308609	0.040572387200000004	0.0398181835	0.038571545299999996	0.0368478899	0.0346685339	0.0320604295	0.029055831299999998	0.025691897400000004	0.0220102299	0.0180563602	0.013879186100000001	0.0095303671	0.0665958	0.135439	0.343694	-0.000277947	0.00144741	2.67661e-05
4226.359535953541	3970.0297129807814	4567.4314644654605	1.049897	64.166496	0.10625485499999998	-0.0001462517	0.0002206874	-0.0187958025	0.00027683709999999997	-0.0172575953	0.0007360445	-0.001027492	0.0067712476	-0.015321784	-0.0188200509	-0.0017133170999999998	0.0038840948999999997	0.040560380800000004	0.039770462	0.0384653063	0.0366618223	0.0343833746	0.0316594811	0.0285254307	0.0250218257	0.0211940563	0.0170917122	0.0127679405	0.0082787567	0.0601884	0.120708	0.362552	-0.0014338	0.00144741	-0.00014255
4240.71789701372	3970.2704300694604	4567.949391196137	1.02521	62.65773	0.12272606	-0.0041843453000000004	0.0079364716	0.00032396	-0.0025896678	-0.0093428716	0.0009278310000000001	-0.0017465153	-0.0024033625	-0.0159096109	0.0093495665	-0.0024890022	0.0092208149	0.040548096400000004	0.0397216501	0.0383566945	0.0364717342	0.0340923239	0.0312507213	0.0279854504	0.024340778599999998	0.020366117	0.0161153505	0.0116461069	0.0070189761	0.0650093	0.118438	0.291604	-0.00212907	0.00159826	-9.49268e-05
4233.012210159872	3978.3324323714037	4559.453157537238	1.008756	61.6521	0.06300952500000004	-0.005163098400000001	0.0116756935	0.0019158944	-0.0255582152	0.0055730515000000005	0.0105173776	-0.0009262491999999999	-0.0040907519	-0.0103344363	0.0021783989	-0.0055363879	0.0119828574	0.0405355341	0.0396717493	0.0382457167	0.036277646600000005	0.0337954316	0.0308342509	0.0274360717	0.0236490548	0.0195268717	0.015127943999999999	0.0105146156	0.0057522687	0.0713117	0.113355	0.323012	-0.00186597	0.001563	1.10357e-05
4225.874304173005	3965.4433191503454	4556.357298868784	1.046037	63.930603	0.154657615	-0.0087699786	0.0069831449	-0.0177066092	-0.019722873000000002	0.0001845762	-0.0005193201999999999	0.00027012389999999997	0.0048793431	-0.0118094084	-0.0082947592	-0.0040763681	-0.0074905756	0.040522694	0.039620760899999996	0.0381323797	0.036079580800000004	0.0334927487	0.0304101725	0.0268774791	0.022946957799999997	0.018676786299999998	0.0141301697	0.0093744049	0.0044798845	0.0957973	0.129678	0.360092	-0.00121127	0.00229089	0.000163826
4244.666800787217	3980.394610874811	4570.960686091597	1.092664	66.780289	0.18739515	-0.0073515494999999995	0.0006478411000000001	-0.016196071399999998	0.0065378564	-0.028594599100000003	-0.008655949100000001	0.0044771965	-0.0051014834000000005	-0.0027672911	-0.015441941599999998	0.0054074315000000005	-0.0069640441	0.0405095761	0.0395686862	0.0380166905	0.035877558399999995	0.0331843269	0.029978590899999998	0.026309860299999998	0.022234795499999998	0.017816332600000002	0.013122711200000001	0.0082264203	0.0032030792	0.0638438	0.0995105	0.302686	-0.00154813	0.00158351	-0.000149297
4227.8888765885795	3972.6998891273743	4572.587838616861	1.15622	70.664658	0.12897830000000002	-0.0019889509	-0.0030306558	0.0026461326	0.004927967100000001	-0.020672908400000002	-0.0032972038	0.0028788123	0.0016488486999999999	-0.009232159399999999	0.0031190271000000004	-0.0037449329999999998	0.0056308763000000005	0.0404961806	0.0395155267	0.0378986563	0.0356716016	0.0328702192	0.0295396125	0.0257334057	0.0215128803	0.0169459884	0.012106259099999999	0.0070716139	0.0019231127999999999	0.0628799	0.134793	0.279367	-0.00259216	0.00150574	-0.000415755
4241.973864130183	3971.8701760423537	4563.5020727948795	1.0037410000000002	61.345592	0.10364219999999996	-0.0013640282	0.009213224499999999	0.0222970068	-0.0081094136	0.0028352311999999998	0.008509219200000001	-0.0017222916000000001	0.0085767868	-0.0013654004999999999	0.0116687672	-0.014880398700000002	0.014368619499999999	0.040482507599999995	0.0394612839	0.0377782843	0.035461733100000004	0.0325504794	0.0290933457	0.025148309100000002	0.020781528799999997	0.016066236799999998	0.01108151	0.0059109433	0.0006412485	0.07824119999999998	0.130145	0.318617	-0.00243696	0.00193849	-0.000715463
